202;1573303551309
203;1573303551512
200;1573303551712
199;1573303551911
204;1573303552115
197;1573303552312
200;1573303552512
161;1573303552673
160;1573303552833
162;1573303552995
161;1573303553156
242;1573303553398
239;1573303553637
240;1573303553877
240;1573303554117
155;1573303554272
163;1573303554435
163;1573303554598
160;1573303554758
262;1573303555020
261;1573303555281
260;1573303555541
257;1573303555798
198;1573303555996
202;1573303556198
200;1573303556398
203;1573303556601
200;1573303556801
200;1573303557001
204;1573303557205
198;1573303557403
202;1573303557605
203;1573303557808
199;1573303558007
203;1573303558210
198;1573303558408
199;1573303558607
202;1573303558809
201;1573303559010
162;1573303559172
160;1573303559332
158;1573303559490
160;1573303559650
240;1573303559890
242;1573303560132
239;1573303560371
244;1573303560615
161;1573303560776
160;1573303560936
163;1573303561099
160;1573303561259
263;1573303561522
258;1573303561780
260;1573303562040
258;1573303562298
197;1573303562495
199;1573303562694
200;1573303562894
202;1573303563096
201;1573303563297
201;1573303563498
201;1573303563699
200;1573303563899
199;1573303564098
200;1573303564298
202;1573303564500
201;1573303564701
199;1573303564900
201;1573303565101
202;1573303565303
201;1573303565504
159;1573303565663
162;1573303565825
161;1573303565986
162;1573303566148
239;1573303566387
