197;1573058918589
197;1573058918804
197;1573058919003
197;1573058919205
197;1573058919407
197;1573058919607
197;1573058919809
197;1573058920011
191;1573058920213
191;1573058920408
191;1573058920603
191;1573058920796
203;1573058920992
203;1573058921199
203;1573058921407
203;1573058921611
191;1573058921817
191;1573058922012
191;1573058922207
191;1573058922401
206;1573058922592
206;1573058922801
206;1573058923009
206;1573058923222
197;1573058923432
197;1573058923635
197;1573058923837
197;1573058924035
197;1573058924233
197;1573058924431
197;1573058924631
197;1573058924830
197;1573058925028
197;1573058925226
197;1573058925428
197;1573058925628
197;1573058925828
197;1573058926030
197;1573058926232
197;1573058926433
191;1573058926636
191;1573058926832
191;1573058927028
191;1573058927221
203;1573058927415
203;1573058927622
203;1573058927830
203;1573058928034
191;1573058928241
191;1573058928437
191;1573058928632
191;1573058928824
206;1573058929020
206;1573058929228
206;1573058929436
206;1573058929646
197;1573058929855
197;1573058930054
197;1573058930255
197;1573058930456
197;1573058930658
197;1573058930856
197;1573058931058
197;1573058931256
197;1573058931456
197;1573058931657
197;1573058931854
197;1573058932054
197;1573058932255
197;1573058932453
197;1573058932653
197;1573058932855
191;1573058933057
191;1573058933253
191;1573058933449
191;1573058933641
203;1573058933833
203;1573058934037
203;1573058934245
203;1573058934450
191;1573058934659
191;1573058934855
191;1573058935051
191;1573058935245
206;1573058935440
206;1573058935649
206;1573058935855
206;1573058936063
197;1573058936273
197;1573058936474
197;1573058936673
197;1573058936875
197;1573058937073
197;1573058937272
197;1573058937473
197;1573058937673
197;1573058937874
197;1573058938073
197;1573058938272
197;1573058938471
197;1573058938671
197;1573058938873
197;1573058939071
197;1573058939272
191;1573058939472
191;1573058939666
191;1573058939860
191;1573058940056
203;1573058940252
203;1573058940459
203;1573058940664
203;1573058940869
191;1573058941075
191;1573058941269
191;1573058941464
191;1573058941659
206;1573058941855
206;1573058942064
206;1573058942275
206;1573058942484
197;1573058942691
197;1573058942889
197;1573058943087
197;1573058943285
197;1573058943485
197;1573058943686
197;1573058943887
197;1573058944088
197;1573058944290
197;1573058944491
197;1573058944690
197;1573058944888
197;1573058945089
197;1573058945289
197;1573058945490
197;1573058945689
191;1573058945891
191;1573058946085
191;1573058946280
191;1573058946476
203;1573058946668
203;1573058946875
203;1573058947082
203;1573058947289
191;1573058947497
191;1573058947689
191;1573058947881
191;1573058948076
206;1573058948268
206;1573058948479
206;1573058948687
206;1573058948899
197;1573058949107
197;1573058949309
197;1573058949508
197;1573058949709
197;1573058949908
197;1573058950110
197;1573058950312
197;1573058950510
197;1573058950709
197;1573058950908
197;1573058951109
197;1573058951308
197;1573058951509
197;1573058951710
197;1573058951909
197;1573058952107
191;1573058952305
191;1573058952500
191;1573058952693
191;1573058952888
203;1573058953082
203;1573058953287
203;1573058953494
203;1573058953700
191;1573058953906
191;1573058954100
191;1573058954295
191;1573058954490
206;1573058954685
206;1573058954895
206;1573058955102
206;1573058955312
197;1573058955521
197;1573058955723
197;1573058955920
197;1573058956122
197;1573058956323
197;1573058956525
197;1573058956726
197;1573058956927
197;1573058957128
197;1573058957328
197;1573058957528
197;1573058957729
197;1573058957928
197;1573058958129
197;1573058958330
197;1573058958530
191;1573058958728
191;1573058958923
191;1573058959119
