1
1
0.980952381
0.930693069
0.381818182
0.043859649
1
1
1
0.964285714
0.5
0.059405941
1
0.886178862
0.857142857
0.333333333
0.086538462
0.009803922
1
0.97
0.971962617
0.801980198
0.41
0
