200;1572689423874
200;1572689424091
200;1572689424296
200;1572689424498
200;1572689424701
200;1572689424903
200;1572689425108
200;1572689425313
160;1572689425519
160;1572689425682
160;1572689425847
160;1572689426011
240;1572689426175
240;1572689426420
240;1572689426665
240;1572689426910
160;1572689427153
160;1572689427316
160;1572689427482
160;1572689427646
260;1572689427812
260;1572689428075
260;1572689428340
260;1572689428605
200;1572689428868
200;1572689429071
200;1572689429274
200;1572689429478
200;1572689429682
200;1572689429885
200;1572689430089
200;1572689430294
200;1572689430498
200;1572689430701
200;1572689430906
200;1572689431109
200;1572689431309
200;1572689431513
200;1572689431714
200;1572689431915
160;1572689432119
160;1572689432281
160;1572689432441
160;1572689432606
240;1572689432768
240;1572689433011
240;1572689433255
240;1572689433500
160;1572689433744
160;1572689433907
160;1572689434071
160;1572689434235
260;1572689434400
260;1572689434663
260;1572689434925
260;1572689435189
200;1572689435453
200;1572689435658
200;1572689435862
200;1572689436065
200;1572689436265
200;1572689436469
200;1572689436675
200;1572689436875
200;1572689437080
200;1572689437285
200;1572689437490
200;1572689437694
200;1572689437898
200;1572689438103
200;1572689438306
200;1572689438511
160;1572689438714
160;1572689438879
160;1572689439043
160;1572689439206
240;1572689439370
240;1572689439615
240;1572689439858
240;1572689440099
160;1572689440344
160;1572689440507
160;1572689440670
160;1572689440832
260;1572689440997
260;1572689441260
260;1572689441524
260;1572689441788
200;1572689442051
200;1572689442255
200;1572689442458
200;1572689442660
200;1572689442861
200;1572689443063
200;1572689443268
200;1572689443472
200;1572689443674
200;1572689443878
200;1572689444083
200;1572689444287
200;1572689444489
200;1572689444694
200;1572689444897
200;1572689445101
160;1572689445305
160;1572689445469
