202;1573305795921
201;1573305796122
202;1573305796324
202;1573305796526
202;1573305796728
200;1573305796928
202;1573305797130
182;1573305797312
180;1573305797492
179;1573305797671
181;1573305797852
221;1573305798073
223;1573305798296
219;1573305798515
222;1573305798737
181;1573305798918
181;1573305799099
182;1573305799281
180;1573305799461
232;1573305799693
230;1573305799923
231;1573305800154
232;1573305800386
201;1573305800587
202;1573305800789
198;1573305800987
202;1573305801189
202;1573305801391
199;1573305801590
198;1573305801788
200;1573305801988
199;1573305802187
202;1573305802389
200;1573305802589
203;1573305802792
202;1573305802994
202;1573305803196
200;1573305803396
202;1573305803598
178;1573305803776
182;1573305803958
181;1573305804139
180;1573305804319
218;1573305804537
221;1573305804758
220;1573305804978
221;1573305805199
179;1573305805378
181;1573305805559
180;1573305805739
181;1573305805920
232;1573305806152
231;1573305806383
232;1573305806615
233;1573305806848
200;1573305807048
200;1573305807248
200;1573305807448
201;1573305807649
199;1573305807848
201;1573305808049
200;1573305808249
201;1573305808450
201;1573305808651
201;1573305808852
198;1573305809050
202;1573305809252
199;1573305809451
199;1573305809650
202;1573305809852
200;1573305810052
181;1573305810233
181;1573305810414
183;1573305810597
181;1573305810778
221;1573305810999
219;1573305811218
